PurchaseOrderID;ProductID;VendorID;ShipMethodID;UnitPrice;OrderQty;Total
135;444;1656;4;43.4805;3;130.4415
135;445;1656;4;41.3805;3;124.1415
135;446;1656;4;45.654;3;136.962
135;447;1656;4;41.3805;3;124.1415
135;448;1656;4;39.2805;3;117.8415
135;449;1656;4;43.554;3;130.662
135;450;1656;4;39.2805;3;117.8415
135;451;1656;4;37.1805;3;111.5415
135;452;1656;4;41.454;3;124.362
135;453;1656;4;37.1805;3;111.5415
135;454;1656;4;47.523;3;142.569
135;455;1656;4;45.423;3;136.269
135;456;1656;4;49.6965;3;149.0895
135;457;1656;4;45.423;3;136.269
135;458;1656;4;43.323;3;129.969
135;459;1656;4;47.5965;3;142.7895
135;460;1656;4;43.323;3;129.969
136;356;1572;1;3.381;60;202.86
136;357;1572;1;4.3155;60;258.93
137;380;1562;4;43.344;3;130.032
137;381;1562;4;39.0705;3;117.2115
137;382;1562;4;36.9705;3;110.9115
137;383;1562;4;41.244;3;123.732
137;384;1562;4;36.9705;3;110.9115
137;385;1562;4;43.218;3;129.654
138;490;1662;2;12.3585;3;37.0755
139;513;1682;4;39.1965;550;21558.075
140;407;1686;4;39.0705;3;117.2115
140;408;1686;4;36.9705;3;110.9115
140;409;1686;4;41.244;3;123.732
141;933;1684;4;43.9845;550;24191.475
141;934;1684;4;38.1465;550;20980.575
142;425;1534;4;45.5805;3;136.7415
142;426;1534;4;43.4805;3;130.4415
143;343;1614;5;49.749;3;149.247
143;344;1614;5;45.4755;3;136.4265
143;345;1614;5;43.3755;3;130.1265
144;931;1588;5;34.3455;550;18890.025
144;932;1588;5;39.2385;550;21581.175
145;345;1622;4;43.2705;3;129.8115
145;346;1622;4;47.544;3;142.632
145;347;1622;4;43.2705;3;129.8115
145;348;1622;4;41.1705;3;123.5115
145;349;1622;4;45.444;3;136.332
146;928;1632;5;32.7705;550;18023.775
146;929;1632;5;37.086;550;20397.3
146;930;1632;5;43.0395;550;23671.725
147;332;1608;5;10.815;550;5948.25
148;948;1576;5;82.8345;550;45558.975
148;907;1576;5;82.8345;550;45558.975
149;325;1590;1;0.21;1250;262.5
149;326;1590;1;0.21;1250;262.5
150;320;1514;5;49.644;3;148.932
150;321;1514;5;44.3205;3;132.9615
150;322;1514;5;28.6965;60;1721.79
151;930;1498;4;42.5145;550;23382.975
151;921;1498;4;5.586;550;3072.3
152;952;1674;2;15.7395;60;944.37
153;922;1652;1;6.531;550;3592.05
153;923;1652;1;6.1845;550;3401.475
154;317;1578;3;29.5785;550;16268.175
154;318;1578;3;36.099;550;19854.45
155;928;1538;5;32.2455;550;17735.025
155;929;1538;5;36.561;550;20108.55
156;319;1556;4;46.4205;550;25531.275
157;364;1554;5;47.5965;3;142.7895
157;365;1554;5;43.323;3;129.969
157;366;1554;5;41.223;3;123.669
157;367;1554;5;45.4965;3;136.4895
157;368;1554;5;41.223;3;123.669
157;369;1554;5;39.123;3;117.369
158;2;1688;4;41.916;3;125.748
159;1;1580;5;50.2635;3;150.7905
160;365;1496;4;43.4805;3;130.4415
160;366;1496;4;41.3805;3;124.1415
160;367;1496;4;45.654;3;136.962
161;530;1494;2;16.086;550;8847.3
162;4;1650;5;57.0255;3;171.0765
163;512;1654;4;37.086;550;20397.3
164;513;1664;3;26.5965;550;14628.075
165;317;1678;3;27.0585;550;14882.175
165;318;1678;3;33.579;550;18468.45
165;319;1678;3;46.0635;550;25334.925
166;414;1616;4;43.344;3;130.032
166;415;1616;4;39.0705;3;117.2115
166;416;1616;4;36.9705;3;110.9115
166;417;1616;4;41.244;3;123.732
167;432;1492;4;39.123;3;117.369
167;433;1492;4;43.3965;3;130.1895
167;434;1492;4;39.123;3;117.369
167;435;1492;4;37.023;3;111.069
167;436;1492;4;41.2965;3;123.8895
167;437;1492;4;37.023;3;111.069
168;320;1602;5;47.4705;3;142.4115
168;321;1602;5;42.798;3;128.394
168;322;1602;5;25.4205;60;1525.23
169;445;1540;4;41.2965;3;123.8895
169;446;1540;4;37.023;3;111.069
169;447;1540;4;47.6805;3;143.0415
169;448;1540;4;45.5805;3;136.7415
169;449;1540;4;49.854;3;149.562
170;941;1628;5;62.9895;550;34644.225
171;322;1604;3;26.3655;60;1581.93
172;504;1690;5;48.762;3;146.286
173;497;1566;5;34.188;3;102.564
174;323;1698;5;50.2635;3;150.7905
175;523;1560;5;10.731;550;5902.05
175;524;1560;5;14.1225;550;7767.375
176;492;1692;5;50.2635;60;3015.81
176;493;1692;5;57.1515;60;3429.09
176;494;1692;5;53.2035;60;3192.21
176;495;1692;5;63.693;60;3821.58
177;908;1696;2;21.0945;550;11601.975
177;909;1696;2;30.4395;550;16741.725
177;910;1696;2;40.9395;550;22516.725
177;911;1696;2;21.0945;550;11601.975
177;912;1696;2;30.4395;550;16741.725
177;913;1696;2;40.9395;550;22516.725
178;506;1504;1;9.198;60;551.88
179;351;1544;1;5.775;550;3176.25
179;352;1544;1;1.155;550;635.25
179;679;1544;1;5.775;550;3176.25
180;507;1530;2;23.394;550;12866.7
180;508;1530;2;27.6465;550;15205.575
181;535;1508;1;3.486;550;1917.3
182;351;1694;1;6.195;550;3407.25
182;352;1694;1;1.47;550;808.5
183;507;1624;2;22.1655;550;12191.025
183;508;1624;2;29.2845;550;16106.475
184;491;1548;2;19.9815;3;59.9445
185;341;1598;4;41.1705;3;123.5115
185;342;1598;4;39.0705;3;117.2115
185;343;1598;4;43.344;3;130.032
185;344;1598;4;39.0705;3;117.2115
185;345;1598;4;36.9705;3;110.9115
185;346;1598;4;41.244;3;123.732
185;347;1598;4;36.9705;3;110.9115
185;348;1598;4;34.8705;3;104.6115
185;349;1598;4;39.144;3;117.432
186;935;1658;5;31.4895;550;17319.225
186;936;1658;5;48.2895;550;26559.225
187;385;1536;4;41.1705;3;123.5115
187;386;1536;4;45.444;3;136.332
187;387;1536;4;41.1705;3;123.5115
187;388;1536;4;39.0705;3;117.2115
187;389;1536;4;43.344;3;130.032
187;390;1536;4;39.0705;3;117.2115
188;484;1568;1;6.8775;550;3782.625
188;485;1568;1;7.8015;550;4290.825
188;486;1568;1;8.757;550;4816.35
188;487;1568;1;5.8065;550;3193.575
188;488;1568;1;8.862;550;4874.1
189;402;1648;5;47.4705;3;142.4115
190;510;1646;2;23.079;550;12693.45
190;511;1646;2;29.274;550;16100.7
190;512;1646;2;34.9755;550;19236.525
191;408;1672;4;43.2705;3;129.8115
191;409;1672;4;41.1705;3;123.5115
191;914;1672;4;21.0945;550;11601.975
191;915;1672;4;30.4395;550;16741.725
192;525;1600;1;2.3205;550;1276.275
193;526;1522;1;3.6435;550;2003.925
194;908;1570;2;21.0945;550;11601.975
194;909;1570;2;30.4395;550;16741.725
195;356;1516;1;3.6015;60;216.09
195;357;1516;1;3.9795;60;238.77
196;935;1506;5;31.4895;550;17319.225
196;936;1506;5;48.2895;550;26559.225
197;524;1626;2;12.9675;550;7132.125
198;911;1542;2;21.0945;550;11601.975
198;912;1542;2;30.4395;550;16741.725
199;910;1610;4;40.9395;550;22516.725
200;937;1638;5;62.9895;550;34644.225
201;468;1582;5;47.5965;3;142.7895
201;469;1582;5;43.323;3;129.969
201;470;1582;5;41.223;3;123.669
201;471;1582;5;45.4965;3;136.4895
202;462;1510;5;47.6805;3;143.0415
203;510;1526;2;23.4045;550;12872.475
203;511;1526;2;27.867;550;15326.85
204;527;1644;1;6.7515;550;3713.325
205;938;1680;5;31.4895;550;17319.225
205;939;1680;5;48.2895;550;26559.225
205;509;1680;5;36.2775;550;19952.625
206;492;1584;5;50.7465;60;3044.79
206;493;1584;5;58.2645;60;3495.87
206;494;1584;5;50.7465;60;3044.79
206;495;1584;5;62.9265;60;3775.59
207;523;1620;5;10.3845;550;5711.475
208;430;1666;4;45.654;3;136.962
208;431;1666;4;41.3805;3;124.1415
208;432;1666;4;39.2805;3;117.8415
208;433;1666;4;43.554;3;130.662
208;434;1666;4;39.2805;3;117.8415
209;490;1592;2;12.7155;3;38.1465
209;491;1592;2;19.9395;3;59.8185
210;528;1618;4;38.157;3;114.471
211;505;1612;4;44.2155;3;132.6465
212;938;1586;5;31.4895;550;17319.225
212;939;1586;5;48.2895;550;26559.225
213;358;1500;1;6.9825;60;418.95
214;375;1656;4;43.2705;3;129.8115
214;376;1656;4;47.544;3;142.632
215;356;1572;1;3.381;60;202.86
215;357;1572;1;4.3155;60;258.93
216;386;1562;5;47.4915;3;142.4745
216;387;1562;5;43.2705;3;129.8115
216;388;1562;5;47.544;3;142.632
216;389;1562;5;43.2705;3;129.8115
217;490;1662;2;12.3585;3;37.0755
218;513;1682;4;39.1965;550;21558.075
219;410;1686;4;36.9705;3;110.9115
219;411;1686;4;34.8705;3;104.6115
219;412;1686;4;39.144;3;117.432
219;413;1686;4;47.5755;3;142.7265
219;414;1686;4;45.4755;3;136.4265
220;931;1684;5;34.8705;550;19178.775
220;932;1684;5;39.7635;550;21869.925
220;933;1684;5;43.9845;550;24191.475
221;427;1534;5;47.754;3;143.262
221;428;1534;5;43.4805;3;130.4415
221;429;1534;5;41.3805;3;124.1415
221;430;1534;5;45.654;3;136.962
222;346;1614;5;47.649;3;142.947
222;347;1614;5;43.3755;3;130.1265
223;931;1588;5;34.3455;550;18890.025
223;932;1588;5;39.2385;550;21581.175
224;341;1622;5;47.4705;3;142.4115
224;342;1622;5;45.3705;3;136.1115
225;928;1632;5;32.7705;550;18023.775
225;929;1632;5;37.086;550;20397.3
225;930;1632;5;43.0395;550;23671.725
226;332;1608;5;10.815;550;5948.25
227;948;1576;5;82.8345;550;45558.975
227;907;1576;5;82.8345;550;45558.975
228;325;1590;1;0.21;1250;262.5
228;326;1590;1;0.21;1250;262.5
229;320;1514;5;49.644;3;148.932
229;321;1514;5;44.3205;3;132.9615
229;322;1514;5;28.6965;60;1721.79
230;930;1498;4;42.5145;550;23382.975
230;921;1498;4;5.586;550;3072.3
231;952;1674;2;15.7395;60;944.37
232;933;1652;4;43.4595;550;23902.725
232;934;1652;4;37.6215;550;20691.825
233;319;1578;5;48.5835;550;26720.925
234;928;1538;5;32.2455;550;17735.025
234;929;1538;5;36.561;550;20108.55
235;319;1556;4;46.4205;550;25531.275
236;370;1554;4;43.3965;3;130.1895
236;371;1554;4;39.123;3;117.369
236;372;1554;4;37.023;3;111.069
236;373;1554;4;41.2965;3;123.8895
237;2;1688;4;41.916;3;125.748
238;1;1580;5;50.2635;3;150.7905
239;368;1496;4;41.3805;3;124.1415
239;369;1496;4;39.2805;3;117.8415
239;370;1496;4;43.554;3;130.662
239;371;1496;4;39.2805;3;117.8415
239;372;1496;4;37.1805;3;111.5415
240;530;1494;2;16.086;550;8847.3
241;4;1650;5;57.0255;3;171.0765
242;512;1654;4;37.086;550;20397.3
243;513;1664;3;26.5965;550;14628.075
244;317;1678;3;27.0585;550;14882.175
244;318;1678;3;33.579;550;18468.45
245;418;1616;4;36.9705;3;110.9115
245;419;1616;4;34.8705;3;104.6115
245;420;1616;4;39.144;3;117.432
245;421;1616;4;47.5755;3;142.7265
246;422;1492;5;47.523;3;142.569
246;423;1492;5;45.423;3;136.269
246;424;1492;5;49.6965;3;149.0895
246;425;1492;5;45.423;3;136.269
247;320;1602;5;47.4705;3;142.4115
247;321;1602;5;42.798;3;128.394
247;322;1602;5;25.4205;60;1525.23
248;450;1540;4;45.5805;3;136.7415
248;451;1540;4;43.4805;3;130.4415
248;452;1540;4;47.754;3;143.262
248;453;1540;4;43.4805;3;130.4415
248;454;1540;4;41.3805;3;124.1415
249;941;1628;5;62.9895;550;34644.225
250;320;1604;4;45.3705;3;136.1115
250;321;1604;4;40.488;3;121.464
250;322;1604;4;26.3655;60;1581.93
251;504;1690;5;48.762;3;146.286
252;497;1566;5;34.188;3;102.564
253;323;1698;5;50.2635;3;150.7905
254;523;1560;5;10.731;550;5902.05
254;524;1560;5;14.1225;550;7767.375
255;496;1692;5;48.909;60;2934.54
256;914;1696;2;21.0945;550;11601.975
256;915;1696;2;30.4395;550;16741.725
256;916;1696;2;40.9395;550;22516.725
257;506;1504;1;9.198;60;551.88
258;351;1544;1;5.775;550;3176.25
258;352;1544;1;1.155;550;635.25
258;679;1544;1;5.775;550;3176.25
259;507;1530;2;23.394;550;12866.7
259;508;1530;2;27.6465;550;15205.575
260;355;1508;1;1.365;550;750.75
260;940;1508;1;62.9895;550;34644.225
260;535;1508;1;3.486;550;1917.3
261;679;1694;1;6.195;550;3407.25
262;507;1624;2;22.1655;550;12191.025
262;508;1624;2;29.2845;550;16106.475
263;491;1548;2;19.9815;3;59.9445
264;341;1598;4;41.1705;3;123.5115
264;342;1598;4;39.0705;3;117.2115
265;935;1658;5;31.4895;550;17319.225
265;936;1658;5;48.2895;550;26559.225
266;391;1536;4;36.9705;3;110.9115
266;392;1536;4;41.244;3;123.732
266;393;1536;4;36.9705;3;110.9115
266;394;1536;4;43.218;3;129.654
267;489;1568;5;10.4685;550;5757.675
268;402;1648;5;47.4705;3;142.4115
269;510;1646;2;23.079;550;12693.45
269;511;1646;2;29.274;550;16100.7
269;512;1646;2;34.9755;550;19236.525
270;916;1672;4;40.9395;550;22516.725
271;525;1600;1;2.3205;550;1276.275
272;526;1522;1;3.6435;550;2003.925
273;913;1570;4;40.9395;550;22516.725
274;356;1516;1;3.6015;60;216.09
274;357;1516;1;3.9795;60;238.77
275;935;1506;5;31.4895;550;17319.225
275;936;1506;5;48.2895;550;26559.225
276;524;1626;2;12.9675;550;7132.125
277;911;1542;2;21.0945;550;11601.975
277;912;1542;2;30.4395;550;16741.725
278;910;1610;4;40.9395;550;22516.725
279;937;1638;5;62.9895;550;34644.225
280;472;1582;4;41.223;3;123.669
280;473;1582;4;39.123;3;117.369
280;474;1582;4;43.3965;3;130.1895
281;462;1510;5;47.6805;3;143.0415
282;510;1526;2;23.4045;550;12872.475
282;511;1526;2;27.867;550;15326.85
283;527;1644;1;6.7515;550;3713.325
284;938;1680;5;31.4895;550;17319.225
284;939;1680;5;48.2895;550;26559.225
285;496;1584;5;49.6545;60;2979.27
286;523;1620;5;10.3845;550;5711.475
287;435;1666;4;37.1805;3;111.5415
287;436;1666;4;41.454;3;124.362
287;437;1666;4;37.1805;3;111.5415
288;490;1592;2;12.7155;3;38.1465
288;491;1592;2;19.9395;3;59.8185
289;528;1618;4;38.157;3;114.471
290;505;1612;4;44.2155;3;132.6465
291;938;1586;5;31.4895;550;17319.225
291;939;1586;5;48.2895;550;26559.225
292;358;1500;1;6.9825;60;418.95
293;377;1656;4;43.2705;3;129.8115
293;378;1656;4;41.1705;3;123.5115
293;379;1656;4;45.444;3;136.332
294;356;1572;1;3.381;60;202.86
294;357;1572;1;4.3155;60;258.93
295;390;1562;4;41.1705;3;123.5115
295;391;1562;4;45.444;3;136.332
295;392;1562;4;41.1705;3;123.5115
295;393;1562;4;39.0705;3;117.2115
295;394;1562;4;43.344;3;130.032
295;395;1562;4;39.0705;3;117.2115
295;396;1562;4;36.9705;3;110.9115
295;397;1562;4;41.244;3;123.732
296;490;1662;2;12.3585;3;37.0755
297;513;1682;4;39.1965;550;21558.075
298;415;1686;5;49.749;3;149.247
298;416;1686;5;45.4755;3;136.4265
298;417;1686;5;43.3755;3;130.1265
298;418;1686;5;47.649;3;142.947
