PurchaseOrderID;TaxAmt;Freight;SubTotal;OrderDateID;ShipDateID;DueDateID
135;273.0596;85.3311;3413.2455;20120328;20120406;20120411
135;273.0596;85.3311;3413.2455;20120328;20120406;20120411
135;273.0596;85.3311;3413.2455;20120328;20120406;20120411
135;273.0596;85.3311;3413.2455;20120328;20120406;20120411
135;273.0596;85.3311;3413.2455;20120328;20120406;20120411
135;273.0596;85.3311;3413.2455;20120328;20120406;20120411
135;273.0596;85.3311;3413.2455;20120328;20120406;20120411
135;273.0596;85.3311;3413.2455;20120328;20120406;20120411
135;273.0596;85.3311;3413.2455;20120328;20120406;20120411
135;273.0596;85.3311;3413.2455;20120328;20120406;20120411
135;273.0596;85.3311;3413.2455;20120328;20120406;20120411
135;273.0596;85.3311;3413.2455;20120328;20120406;20120411
135;273.0596;85.3311;3413.2455;20120328;20120406;20120411
135;273.0596;85.3311;3413.2455;20120328;20120406;20120411
136;36.9432;11.5448;461.79;20120328;20120406;20120411
136;36.9432;11.5448;461.79;20120328;20120406;20120411
137;57.7962;18.0613;722.4525;20120411;20120420;20120425
137;57.7962;18.0613;722.4525;20120411;20120420;20120425
137;57.7962;18.0613;722.4525;20120411;20120420;20120425
137;57.7962;18.0613;722.4525;20120411;20120420;20120425
137;57.7962;18.0613;722.4525;20120411;20120420;20120425
137;57.7962;18.0613;722.4525;20120411;20120420;20120425
138;2.966;0.9269;37.0755;20120411;20120420;20120425
139;1724.646;538.9519;21558.075;20120411;20120420;20120425
140;28.1484;8.7964;351.855;20120411;20120420;20120425
140;28.1484;8.7964;351.855;20120411;20120420;20120425
140;28.1484;8.7964;351.855;20120411;20120420;20120425
141;3613.764;1129.3013;45172.05;20120411;20120420;20120425
141;3613.764;1129.3013;45172.05;20120411;20120420;20120425
142;21.3746;6.6796;267.183;20120411;20120420;20120425
142;21.3746;6.6796;267.183;20120411;20120420;20120425
143;33.264;10.395;415.8;20120411;20120420;20120425
143;33.264;10.395;415.8;20120411;20120420;20120425
143;33.264;10.395;415.8;20120411;20120420;20120425
144;3237.696;1011.78;40471.2;20120411;20120420;20120425
144;3237.696;1011.78;40471.2;20120411;20120420;20120425
145;52.9679;16.5525;662.0985;20120411;20120420;20120425
145;52.9679;16.5525;662.0985;20120411;20120420;20120425
145;52.9679;16.5525;662.0985;20120411;20120420;20120425
145;52.9679;16.5525;662.0985;20120411;20120420;20120425
145;52.9679;16.5525;662.0985;20120411;20120420;20120425
146;4967.424;1552.32;62092.8;20120411;20120420;20120425
146;4967.424;1552.32;62092.8;20120411;20120420;20120425
146;4967.424;1552.32;62092.8;20120411;20120420;20120425
147;475.86;148.7063;5948.25;20120411;20120420;20120425
148;7289.436;2277.9488;91117.95;20120411;20120420;20120425
148;7289.436;2277.9488;91117.95;20120411;20120420;20120425
149;42;13.125;525;20120411;20120420;20120425
149;42;13.125;525;20120411;20120420;20120425
150;160.2947;50.0921;2003.6835;20120411;20120420;20120425
150;160.2947;50.0921;2003.6835;20120411;20120420;20120425
150;160.2947;50.0921;2003.6835;20120411;20120420;20120425
151;2116.422;661.3819;26455.275;20120411;20120420;20120425
151;2116.422;661.3819;26455.275;20120411;20120420;20120425
152;75.5496;23.6093;944.37;20120411;20120420;20120425
153;559.482;174.8381;6993.525;20120502;20120511;20120516
153;559.482;174.8381;6993.525;20120502;20120511;20120516
154;2889.81;903.0656;36122.625;20120502;20120511;20120516
154;2889.81;903.0656;36122.625;20120502;20120511;20120516
155;3027.486;946.0894;37843.575;20120502;20120511;20120516
155;3027.486;946.0894;37843.575;20120502;20120511;20120516
156;2042.502;638.2819;25531.275;20120502;20120511;20120516
157;61.9164;19.3489;773.955;20120530;20120608;20120613
157;61.9164;19.3489;773.955;20120530;20120608;20120613
157;61.9164;19.3489;773.955;20120530;20120608;20120613
157;61.9164;19.3489;773.955;20120530;20120608;20120613
157;61.9164;19.3489;773.955;20120530;20120608;20120613
157;61.9164;19.3489;773.955;20120530;20120608;20120613
158;10.0598;3.1437;125.748;20120530;20120608;20120613
159;12.0632;3.7698;150.7905;20120530;20120608;20120613
160;31.3236;9.7886;391.545;20120530;20120608;20120613
160;31.3236;9.7886;391.545;20120530;20120608;20120613
160;31.3236;9.7886;391.545;20120530;20120608;20120613
161;707.784;221.1825;8847.3;20120530;20120608;20120613
162;13.6861;4.2769;171.0765;20120530;20120608;20120613
163;1631.784;509.9325;20397.3;20120530;20120608;20120613
164;1170.246;365.7019;14628.075;20120530;20120608;20120613
165;4694.844;1467.1388;58685.55;20120530;20120608;20120613
165;4694.844;1467.1388;58685.55;20120530;20120608;20120613
165;4694.844;1467.1388;58685.55;20120530;20120608;20120613
166;38.551;12.0472;481.887;20120530;20120608;20120613
166;38.551;12.0472;481.887;20120530;20120608;20120613
166;38.551;12.0472;481.887;20120530;20120608;20120613
166;38.551;12.0472;481.887;20120530;20120608;20120613
167;56.8764;17.7739;710.955;20120530;20120608;20120613
167;56.8764;17.7739;710.955;20120530;20120608;20120613
167;56.8764;17.7739;710.955;20120530;20120608;20120613
167;56.8764;17.7739;710.955;20120530;20120608;20120613
167;56.8764;17.7739;710.955;20120530;20120608;20120613
167;56.8764;17.7739;710.955;20120530;20120608;20120613
168;143.6828;44.9009;1796.0355;20120530;20120608;20120613
168;143.6828;44.9009;1796.0355;20120530;20120608;20120613
168;143.6828;44.9009;1796.0355;20120530;20120608;20120613
169;53.1443;16.6076;664.3035;20120530;20120608;20120613
169;53.1443;16.6076;664.3035;20120530;20120608;20120613
169;53.1443;16.6076;664.3035;20120530;20120608;20120613
169;53.1443;16.6076;664.3035;20120530;20120608;20120613
169;53.1443;16.6076;664.3035;20120530;20120608;20120613
170;2771.538;866.1056;34644.225;20120530;20120608;20120613
171;126.5544;39.5483;1581.93;20120530;20120608;20120613
172;11.7029;3.6572;146.286;20120530;20120608;20120613
173;8.2051;2.5641;102.564;20120611;20120620;20120625
174;12.0632;3.7698;150.7905;20120611;20120620;20120625
175;1093.554;341.7356;13669.425;20120611;20120620;20120625
175;1093.554;341.7356;13669.425;20120611;20120620;20120625
176;1076.6952;336.4673;13458.69;20120611;20120620;20120625
176;1076.6952;336.4673;13458.69;20120611;20120620;20120625
176;1076.6952;336.4673;13458.69;20120611;20120620;20120625
176;1076.6952;336.4673;13458.69;20120611;20120620;20120625
177;8137.668;2543.0213;101720.85;20120622;20120701;20120706
177;8137.668;2543.0213;101720.85;20120622;20120701;20120706
177;8137.668;2543.0213;101720.85;20120622;20120701;20120706
177;8137.668;2543.0213;101720.85;20120622;20120701;20120706
177;8137.668;2543.0213;101720.85;20120622;20120701;20120706
177;8137.668;2543.0213;101720.85;20120622;20120701;20120706
178;44.1504;13.797;551.88;20120622;20120701;20120706
179;559.02;174.6938;6987.75;20120622;20120701;20120706
179;559.02;174.6938;6987.75;20120622;20120701;20120706
179;559.02;174.6938;6987.75;20120622;20120701;20120706
180;2245.782;701.8069;28072.275;20120622;20120701;20120706
180;2245.782;701.8069;28072.275;20120622;20120701;20120706
181;153.384;47.9325;1917.3;20120622;20120701;20120706
182;337.26;105.3938;4215.75;20120622;20120701;20120706
182;337.26;105.3938;4215.75;20120622;20120701;20120706
183;2263.8;707.4375;28297.5;20120622;20120701;20120706
183;2263.8;707.4375;28297.5;20120622;20120701;20120706
184;4.7956;1.4986;59.9445;20120622;20120701;20120706
185;84.4452;26.3891;1055.565;20120622;20120701;20120706
185;84.4452;26.3891;1055.565;20120622;20120701;20120706
185;84.4452;26.3891;1055.565;20120622;20120701;20120706
185;84.4452;26.3891;1055.565;20120622;20120701;20120706
185;84.4452;26.3891;1055.565;20120622;20120701;20120706
185;84.4452;26.3891;1055.565;20120622;20120701;20120706
185;84.4452;26.3891;1055.565;20120622;20120701;20120706
185;84.4452;26.3891;1055.565;20120622;20120701;20120706
185;84.4452;26.3891;1055.565;20120622;20120701;20120706
186;3510.276;1096.9613;43878.45;20120622;20120701;20120706
186;3510.276;1096.9613;43878.45;20120622;20120701;20120706
187;59.8248;18.6953;747.81;20120622;20120701;20120706
187;59.8248;18.6953;747.81;20120622;20120701;20120706
187;59.8248;18.6953;747.81;20120622;20120701;20120706
187;59.8248;18.6953;747.81;20120622;20120701;20120706
187;59.8248;18.6953;747.81;20120622;20120701;20120706
187;59.8248;18.6953;747.81;20120622;20120701;20120706
188;1676.598;523.9369;20957.475;20120622;20120701;20120706
188;1676.598;523.9369;20957.475;20120622;20120701;20120706
188;1676.598;523.9369;20957.475;20120622;20120701;20120706
188;1676.598;523.9369;20957.475;20120622;20120701;20120706
188;1676.598;523.9369;20957.475;20120622;20120701;20120706
189;11.3929;3.5603;142.4115;20120622;20120701;20120706
190;3842.454;1200.7669;48030.675;20120622;20120701;20120706
190;3842.454;1200.7669;48030.675;20120622;20120701;20120706
190;3842.454;1200.7669;48030.675;20120622;20120701;20120706
191;2287.7618;714.9256;28597.023;20120622;20120701;20120706
191;2287.7618;714.9256;28597.023;20120622;20120701;20120706
191;2287.7618;714.9256;28597.023;20120622;20120701;20120706
191;2287.7618;714.9256;28597.023;20120622;20120701;20120706
192;102.102;31.9069;1276.275;20120622;20120701;20120706
193;160.314;50.0981;2003.925;20120625;20120704;20120709
194;2267.496;708.5925;28343.7;20120625;20120704;20120709
194;2267.496;708.5925;28343.7;20120625;20120704;20120709
195;36.3888;11.3715;454.86;20120625;20120704;20120709
195;36.3888;11.3715;454.86;20120625;20120704;20120709
196;3510.276;1096.9613;43878.45;20120625;20120704;20120709
196;3510.276;1096.9613;43878.45;20120625;20120704;20120709
197;570.57;178.3031;7132.125;20120625;20120704;20120709
198;2267.496;708.5925;28343.7;20120625;20120704;20120709
198;2267.496;708.5925;28343.7;20120625;20120704;20120709
199;1801.338;562.9181;22516.725;20120625;20120704;20120709
200;2771.538;866.1056;34644.225;20120625;20120704;20120709
201;42.6334;13.3229;532.917;20120727;20120805;20120810
201;42.6334;13.3229;532.917;20120727;20120805;20120810
